mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
66.75167269706726,10.821037960003586,5.087541389465332,1.897089730641203,600,2,4,,30,True,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 30, 'bootstrap': True}",0.7540983606557377,0.7569060773480663,0.751412429378531,0.7569060773480663,0.798941798941799,0.7636529487344401,0.017762116785011963,22
0.9114527225494384,0.48151154857211376,4.0983058452606205,1.8753708606959634,100,10,1,sqrt,,False,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None, 'bootstrap': False}",0.8216216216216217,0.8054054054054054,0.819672131147541,0.8033240997229917,0.8398950131233596,0.8179836542041838,0.013185661086457077,3
79.01012849807739,10.127564611909113,3.758854293823242,1.4633919917758162,600,10,1,,10,False,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10, 'bootstrap': False}",0.7208672086720868,0.6803519061583577,0.6748466257668712,0.7025495750708215,0.7298850574712644,0.7017000746278803,0.021630284090075856,30
7.031084060668945,3.500736035984532,10.266396045684814,2.829307681179546,100,2,2,log2,,False,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None, 'bootstrap': False}",0.8364611260053619,0.8054794520547945,0.7978142076502732,0.8241758241758241,0.839572192513369,0.8207005604799246,0.016565498281526113,2
190.28100309371948,7.990069795231438,4.185807418823242,1.6594610511066075,600,5,1,,50,False,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 50, 'bootstrap': False}",0.7473684210526316,0.7323943661971831,0.7398843930635838,0.7257617728531855,0.7704485488126649,0.7431715003958498,0.015438275956804932,26
42.62005610466004,7.533421639903434,4.378993034362793,1.1593116027946566,100,5,1,,,False,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': None, 'bootstrap': False}",0.7493403693931399,0.7344632768361582,0.7621776504297995,0.7348066298342542,0.7757255936675461,0.7513027040321796,0.015964207006685556,24
18.302446365356445,2.197656683862959,6.491640615463257,2.4252441447745303,600,5,2,sqrt,50,False,"{'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': False}",0.8085106382978723,0.7967032967032966,0.8043478260869565,0.8162162162162162,0.837696335078534,0.8126948624765753,0.01400274607906989,9
9.894084119796753,2.8912314236103858,6.153943586349487,1.5154940845596672,200,10,2,sqrt,50,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': False}",0.8172043010752689,0.8021978021978022,0.7967032967032966,0.8099173553719008,0.8324607329842932,0.8116966976665123,0.012487401687755792,10
138.953271150589,1.6350795510016551,5.855129384994507,0.9618823707645043,600,2,4,,50,False,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 50, 'bootstrap': False}",0.7223719676549866,0.7098591549295775,0.6686390532544378,0.7151162790697675,0.7554347826086957,0.7142842475034931,0.027794010993530138,29
10.63057188987732,1.3736864237644804,8.326574230194092,1.9748779059058876,600,10,2,log2,30,False,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 30, 'bootstrap': False}",0.8210526315789474,0.8010610079575596,0.7851458885941645,0.8264462809917356,0.835509138381201,0.8138429895007215,0.018260046852215595,8
49.537941694259644,3.222538052577519,6.336358880996704,1.143305026568848,100,5,1,,50,False,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 50, 'bootstrap': False}",0.7454068241469817,0.7380281690140845,0.7456647398843931,0.7298050139275766,0.7757255936675461,0.7469260681281165,0.015528134647086267,25
11.536974143981933,5.1407532384992685,7.084306526184082,1.376925922611908,200,5,1,log2,,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None, 'bootstrap': False}",0.8478260869565217,0.8154269972451791,0.8032786885245902,0.83008356545961,0.8432432432432433,0.8279717162858289,0.016727169952500936,1
90.44565811157227,1.387556448082582,2.9160340309143065,1.4781878556837214,400,10,2,,,False,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': None, 'bootstrap': False}",0.7331536388140162,0.7045454545454546,0.7464387464387464,0.7298050139275766,0.7631578947368421,0.7354201496925271,0.019394357922061338,27
13.86552677154541,3.349130110357025,2.8011265277862547,0.36426378668846127,400,2,2,log2,10,True,"{'n_estimators': 400, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10, 'bootstrap': True}",0.796875,0.7803617571059431,0.764102564102564,0.8092783505154639,0.8049382716049382,0.7911111886657819,0.01673004239702831,21
6.230430650711059,0.24294874883050582,2.995915412902832,0.2675246530892287,200,5,1,log2,30,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 30, 'bootstrap': True}",0.828125,0.8103896103896104,0.7875647668393783,0.8241469816272966,0.8193384223918575,0.8139129562496284,0.014441566376965007,7
5.521279954910279,0.20003751194077937,4.445560264587402,2.8267316584218842,100,5,2,sqrt,50,True,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': True}",0.8064516129032258,0.8021390374331551,0.7893333333333333,0.825974025974026,0.8211586901763224,0.8090113399640124,0.01323854617028033,14
11.814856052398682,0.6849677153523555,5.594710731506348,0.6195591433127405,200,10,1,sqrt,30,True,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': True}",0.8074866310160428,0.7957559681697612,0.7762803234501348,0.7989276139410187,0.8295165394402035,0.8015934152034323,0.0172995130457977,16
7.505805444717407,0.564162221336099,3.2575636386871336,0.2855646157694097,600,2,4,log2,50,True,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 50, 'bootstrap': True}",0.8086253369272237,0.8032345013477089,0.7659574468085106,0.8087431693989071,0.8123393316195373,0.7997799572203775,0.01715933498537995,17
3.6651172161102297,0.083962761245491,3.3369807243347167,0.09123491660366562,100,2,2,log2,30,False,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 30, 'bootstrap': False}",0.8306878306878307,0.8031496062992126,0.7798408488063661,0.8206521739130435,0.8372093023255814,0.8143079524064069,0.02071478363673582,6
4.667194938659668,0.19869462657135073,4.012552118301391,0.5431614955360881,200,5,4,sqrt,30,False,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30, 'bootstrap': False}",0.8118279569892473,0.8194070080862533,0.7849462365591398,0.8021978021978022,0.835509138381201,0.8107776284427286,0.01690024373765738,12
3.8711293220520018,0.20056398037970186,4.391929197311401,0.2855770283672103,100,10,2,log2,,True,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': None, 'bootstrap': True}",0.8181818181818182,0.7967914438502673,0.7651715039577837,0.8260869565217391,0.8346456692913385,0.8081754783605894,0.024902035863017074,15
6.402332353591919,0.2467355450631964,3.138524866104126,1.038886550706772,400,10,4,log2,,True,"{'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': None, 'bootstrap': True}",0.8010752688172043,0.8031914893617021,0.7651715039577837,0.8065395095367848,0.8186528497409327,0.7989261242828813,0.017940423000019905,19
4.990970516204834,0.35075697802363964,2.319550085067749,0.2568730210933113,200,5,2,log2,50,True,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 50, 'bootstrap': True}",0.8284960422163589,0.8021108179419525,0.7716535433070866,0.8228882833787466,0.8263157894736842,0.8102928952635657,0.021478721603201616,13
2.9323081970214844,1.1169542702463242,2.5237359523773195,1.3601551112435997,100,5,4,log2,30,True,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 30, 'bootstrap': True}",0.8010610079575596,0.7874015748031497,0.7591623036649214,0.8116710875331565,0.8072916666666666,0.7933175281250908,0.018940269440915262,20
9.514378929138184,0.23940191263498733,3.2305527210235594,0.052415138164702064,100,2,4,,50,True,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 50, 'bootstrap': True}",0.7506849315068493,0.7541899441340782,0.7386363636363636,0.7465181058495822,0.7925531914893617,0.756516507323247,0.018749561854913114,23
10.785914182662964,0.20106616936709498,3.3387847423553465,0.026536074664101583,600,2,2,sqrt,50,False,"{'n_estimators': 600, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 50, 'bootstrap': False}",0.816,0.8087431693989071,0.8097826086956522,0.8172043010752689,0.835509138381201,0.8174478435102058,0.00962177854984052,4
23.39520330429077,1.4840244162912988,0.545737886428833,0.5434234318415512,200,10,1,,20,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20, 'bootstrap': False}",0.738544474393531,0.6858789625360231,0.7142857142857143,0.704225352112676,0.7486033519553073,0.7183075710566503,0.022774834663644557,28
7.20612325668335,0.5240736490473507,3.086234617233276,0.04730452161875188,600,10,1,log2,30,True,"{'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 30, 'bootstrap': True}",0.8253968253968254,0.806282722513089,0.78125,0.8181818181818182,0.8256410256410256,0.8113504783465517,0.016612692480486413,11
4.4342015266418455,0.3712001451240885,3.200306034088135,0.28387075387042887,200,10,2,log2,50,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 50, 'bootstrap': False}",0.8253968253968254,0.8042895442359249,0.7851458885941645,0.8232044198895028,0.8381962864721485,0.8152465929177131,0.018542664211618775,5
3.7864191055297853,0.3485220229633409,2.2434084892272947,0.6447819394449007,100,5,1,sqrt,20,False,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': False}",0.7989276139410187,0.8032786885245902,0.7814207650273224,0.7901907356948229,0.8238341968911918,0.799530400015789,0.014284787498607081,18
